,0,columna_limpia
12110,stifel,stifel
12111,cuts,cuts
12112,target,target
12113,price,price
12114,to,
12115,from,
12116,sempra,sempra
12117,energy,energy
12118,sre.n,sre.n
12119,bmo,bmo
12120,cuts,cuts
12121,target,target
12122,price,price
12123,to,
12124,from,
12125,shift4,shift4
12126,payments,payments
12127,inc,inc
12128,four.n,four.n
12129,morgan,morgan
12130,stanley,stanley
12131,cuts,cuts
12132,target,target
12133,price,price
12134,to,
12135,from,
12136,shoals,shoals
12137,technologies,technologies
12138,group,group
12139,inc,inc
12140,shls.o,shls.o
12141,jp,jp
12142,morgan,morgan
12143,raises,raises
12144,target,target
12145,price,price
12146,to,
12147,from,
12148,si-bone,si-bone
12149,inc,inc
12150,sibn.o,sibn.o
12151,truist,truist
12152,securities,securities
12153,cuts,cuts
12154,target,target
12155,price,price
12156,to,
12157,from,
12158,signature,signature
12159,bank,bank
12160,sbny.o,sbny.o
12161,compass,compass
12162,point,point
12163,cuts,cuts
12164,target,target
12165,price,price
12166,to,
12167,from,
12168,signature,signature
12169,bank,bank
12170,sbny.o,sbny.o
12171,jefferies,jefferies
12172,cuts,cuts
12173,target,target
12174,price,price
12175,to,
12176,from,
12177,signature,signature
12178,bank,bank
12179,sbny.o,sbny.o
12180,jp,jp
12181,morgan,morgan
12182,cuts,cuts
12183,target,target
12184,price,price
12185,to,
12186,from,
12187,signature,signature
12188,bank,bank
12189,sbny.o,sbny.o
12190,kbw,kbw
12191,cuts,cuts
12192,target,target
12193,price,price
12194,to,
12195,from,
12196,signature,signature
12197,bank,bank
12198,sbny.o,sbny.o
12199,morgan,morgan
12200,stanley,stanley
12201,cuts,cuts
12202,target,target
12203,price,price
12204,to,
12205,from,
12206,signature,signature
12207,bank,bank
12208,sbny.o,sbny.o
12209,raymond,raymond
12210,james,james
12211,cuts,cuts
12212,target,target
12213,price,price
12214,to,
12215,from,
12216,signature,signature
12217,bank,bank
12218,sbny.o,sbny.o
12219,wells,wells
12220,fargo,fargo
12221,cuts,cuts
12222,target,target
12223,price,price
12224,to,
12225,from,
12226,silvergate,silvergate
12227,capital,capital
12228,corp,corp
12229,si.n,si.n
12230,jp,jp
12231,morgan,morgan
12232,raises,raises
12233,target,target
12234,price,price
12235,to,
12236,from,
12237,silvergate,silvergate
12238,capital,capital
12239,corp,corp
12240,si.n,si.n
12241,kbw,kbw
12242,raises,raises
12243,target,target
12244,price,price
12245,to,
12246,from,
12247,silvergate,silvergate
12248,capital,capital
12249,corp,corp
12250,si.n,si.n
12251,wells,wells
12252,fargo,fargo
12253,raises,raises
12254,target,target
12255,price,price
12256,to,
12257,from,
12258,singular,singular
12259,genomics,genomics
12260,systems,systems
12261,omic.o,omic.o
12262,bofa,bofa
12263,global,global
12264,research,research
12265,cuts,cuts
12266,price,price
12267,objective,objective
12268,to,
12269,from,
12270,siteone,siteone
12271,landscape,landscape
12272,supply,supply
12273,inc,inc
12274,site.n,site.n
12275,jefferies,jefferies
12276,cuts,cuts
12277,target,target
12278,price,price
12279,to,
12280,from,
12281,sl,sl
12282,green,green
12283,realty,realty
12284,corp,corp
12285,slg.n,slg.n
12286,deutsche,deutsche
12287,bank,bank
12288,cuts,cuts
12289,target,target
12290,price,price
12291,to,
12292,from,
12293,sleep,sleep
12294,number,number
12295,corp,corp
12296,snbr.o,snbr.o
12297,ubs,ubs
12298,cuts,cuts
12299,target,target
12300,price,price
12301,to,
12302,from,
12303,sm,sm
12304,energy,energy
12305,co,co
12306,sm.n,sm.n
12307,mkm,mkm
12308,partners,partners
12309,assumes,assumes
12310,coverage,coverage
12311,with,
12312,buy,buy
12313,rating,rating
12314,target,target
12315,price,price
12316,snap,snap
12317,one,one
12318,holdings,holdings
12319,corp,corp
12320,snpo.o,snpo.o
12321,jefferies,jefferies
12322,cuts,cuts
12323,target,target
12324,price,price
12325,to,
12326,from,
12327,sofi,sofi
12328,technologies,technologies
12329,inc,inc
12330,sofi.o,sofi.o
12331,jefferies,jefferies
12332,cuts,cuts
12333,target,target
12334,price,price
12335,to,
12336,from,
12337,sonoco,sonoco
12338,products,products
12339,co,co
12340,son.n,son.n
12341,ubs,ubs
12342,cuts,cuts
12343,target,target
12344,price,price
12345,to,
12346,from,
12347,southern,southern
12348,co,co
12349,so.n,so.n
12350,bmo,bmo
12351,raises,raises
12352,target,target
12353,price,price
12354,to,
12355,from,
12356,starwood,starwood
12357,property,property
12358,trust,trust
12359,inc,inc
12360,stwd.n,stwd.n
12361,credit,credit
12362,suisse,suisse
12363,cuts,cuts
12364,target,target
12365,price,price
12366,to,
12367,from,
12368,state,state
12369,street,street
12370,corp,corp
12371,stt.n,stt.n
12372,citigroup,citigroup
12373,raises,raises
12374,price,price
12375,target,target
12376,to,
12377,from,
12378,stryker,stryker
12379,corp,corp
12380,syk.n,syk.n
12381,truist,truist
12382,securities,securities
12383,cuts,cuts
12384,target,target
12385,price,price
12386,to,
12387,from,
12388,summit,summit
12389,materials,materials
12390,inc,inc
12391,sum.n,sum.n
12392,jp,jp
12393,morgan,morgan
12394,cuts,cuts
12395,target,target
12396,price,price
12397,to,
12398,from,
12399,sunnova,sunnova
12400,energy,energy
12401,international,international
12402,inc,inc
12403,nova.n,nova.n
12404,jp,jp
12405,morgan,morgan
12406,raises,raises
12407,target,target
12408,price,price
12409,to,
12410,from,
12411,sunoco,sunoco
12412,lp,lp
12413,sun.n,sun.n
12414,barclays,barclays
12415,cuts,cuts
12416,target,target
12417,price,price
12418,to,
12419,from,
12420,sunpower,sunpower
12421,corp,corp
12422,spwr.o,spwr.o
12423,jp,jp
12424,morgan,morgan
12425,raises,raises
12426,target,target
12427,price,price
12428,to,
12429,from,
12430,sunrun,sunrun
12431,inc,inc
12432,run.o,run.o
12433,jp,jp
12434,morgan,morgan
12435,raises,raises
12436,target,target
12437,price,price
12438,to,
12439,from,
12440,talos,talos
12441,energy,energy
12442,inc,inc
12443,talo.n,talo.n
12444,mkm,mkm
12445,partners,partners
12446,assumes,assumes
12447,coverage,coverage
12448,with,
12449,buy,buy
12450,rating,rating
12451,pt,pt
12452,targa,targa
12453,resources,resources
12454,corp,corp
12455,trgp.n,trgp.n
12456,barclays,barclays
12457,cuts,cuts
12458,target,target
12459,price,price
12460,to,
12461,from,
12462,targa,targa
12463,resources,resources
12464,corp,corp
12465,trgp.n,trgp.n
12466,morgan,morgan
12467,stanley,stanley
12468,raises,raises
12469,target,target
12470,price,price
12471,to,
12472,from,
12473,taskus,taskus
12474,inc,inc
12475,task.o,task.o
12476,jp,jp
12477,morgan,morgan
12478,cuts,cuts
12479,target,target
12480,price,price
12481,to,
12482,from,
12483,teladoc,teladoc
12484,health,health
12485,inc,inc
12486,tdoc.n,tdoc.n
12487,barclays,barclays
12488,cuts,cuts
12489,target,target
12490,price,price
12491,to,
12492,from,
12493,teleflex,teleflex
12494,inc,inc
12495,tfx.n,tfx.n
12496,truist,truist
12497,securities,securities
12498,cuts,cuts
12499,target,target
12500,price,price
12501,to,
12502,from,
12503,tempur,tempur
12504,sealy,sealy
12505,tpx.n,tpx.n
12506,raymond,raymond
12507,james,james
12508,cuts,cuts
12509,target,target
12510,price,price
12511,to,
12512,from,
12513,tempur,tempur
12514,sealy,sealy
12515,tpx.n,tpx.n
12516,ubs,ubs
12517,cuts,cuts
12518,target,target
12519,price,price
12520,to,
12521,from,
12522,tenable,tenable
12523,holdings,holdings
12524,inc,inc
12525,tenb.o,tenb.o
12526,needham,needham
12527,cuts,cuts
12528,target,target
12529,price,price
12530,to,
12531,from,
12532,texas,texas
12533,instruments,instruments
12534,inc,inc
12535,txn.o,txn.o
12536,deutsche,deutsche
12537,bank,bank
12538,cuts,cuts
12539,target,target
12540,price,price
12541,to,
12542,from,
12543,thoughtworks,thoughtworks
12544,holding,holding
12545,inc,inc
12546,twks.o,twks.o
12547,jp,jp
12548,morgan,morgan
12549,cuts,cuts
12550,target,target
12551,price,price
12552,to,
12553,from,
12554,t-mobile,t-mobile
12555,us,us
12556,inc,inc
12557,tmus.o,tmus.o
12558,citigroup,citigroup
12559,raises,raises
12560,price,price
12561,target,target
12562,to,
12563,from,
12564,truist,truist
12565,financial,financial
12566,corp,corp
12567,tfc.n,tfc.n
12568,barclays,barclays
12569,cuts,cuts
12570,target,target
12571,price,price
12572,to,
12573,from,
12574,truist,truist
12575,financial,financial
12576,corp,corp
12577,tfc.n,tfc.n
12578,jefferies,jefferies
12579,raises,raises
12580,target,target
12581,price,price
12582,to,
12583,from,
12584,truist,truist
12585,financial,financial
12586,corp,corp
12587,tfc.n,tfc.n
12588,kbw,kbw
12589,raises,raises
12590,target,target
12591,price,price
12592,to,
12593,from,
12594,truist,truist
12595,financial,financial
12596,corp,corp
12597,tfc.n,tfc.n
12598,piper,piper
12599,sandler,sandler
12600,cuts,cuts
12601,target,target
12602,price,price
12603,to,
12604,from,
12605,ttec,ttec
12606,holdings,holdings
12607,inc,inc
12608,ttec.o,ttec.o
12609,cowen,cowen
12610,and,
12611,company,company
12612,cuts,cuts
12613,target,target
12614,price,price
12615,to,
12616,from,
12617,turing,turing
12618,holding,holding
12619,corp,corp
12620,twks.o,twks.o
12621,cowen,cowen
12622,and,
12623,company,company
12624,cuts,cuts
12625,target,target
12626,price,price
12627,to,
12628,from,
12629,udr,udr
12630,inc,inc
12631,udr.n,udr.n
12632,piper,piper
12633,sandler,sandler
12634,cuts,cuts
12635,target,target
12636,price,price
12637,to,
12638,from,
12639,unitedhealth,unitedhealth
12640,group,group
12641,inc,inc
12642,unh.n,unh.n
12643,bmo,bmo
12644,raises,raises
12645,target,target
12646,price,price
12647,to,
12648,from,
12649,upstart,upstart
12650,holdings,holdings
12651,inc,inc
12652,upst.o,upst.o
12653,jefferies,jefferies
12654,cuts,cuts
12655,target,target
12656,price,price
12657,to,
12658,from,
12659,us,us
12660,bancorp,bancorp
12661,usb.n,usb.n
12662,citigroup,citigroup
12663,raises,raises
12664,price,price
12665,target,target
12666,to,
12667,from,
12668,vericel,vericel
12669,corp,corp
12670,vcel.o,vcel.o
12671,truist,truist
12672,securities,securities
12673,cuts,cuts
12674,target,target
12675,price,price
12676,to,
12677,from,
12678,verra,verra
12679,mobility,mobility
12680,corp,corp
12681,vrrm.o,vrrm.o
12682,deutsche,deutsche
12683,bank,bank
12684,raises,raises
12685,target,target
12686,price,price
12687,to,
12688,from,
12689,vici,vici
12690,properties,properties
12691,inc,inc
12692,vici.n,vici.n
12693,evercore,evercore
12694,isi,isi
12695,resumes,resumes
12696,with,
12697,outperform,outperform
12698,rating,rating
12699,and,
12700,pt,pt
12701,vici,vici
12702,properties,properties
12703,inc,inc
12704,vici.n,vici.n
12705,truist,truist
12706,securities,securities
12707,raises,raises
12708,target,target
12709,price,price
12710,to,
12711,from,
12712,viper,viper
12713,energy,energy
12714,partners,partners
12715,lp,lp
12716,vnom.o,vnom.o
12717,mkm,mkm
12718,partners,partners
12719,initiates,initiates
12720,coverage,coverage
12721,with,
12722,buy,buy
12723,rating,rating
12724,pt,pt
12725,visa,visa
12726,inc,inc
12727,v.n,v.n
12728,jefferies,jefferies
12729,raises,raises
12730,target,target
12731,price,price
12732,to,
12733,from,
12734,vital,vital
12735,farms,farms
12736,inc,inc
12737,vitl.o,vitl.o
12738,morgan,morgan
12739,stanley,stanley
12740,cuts,cuts
12741,target,target
12742,price,price
12743,to,
12744,from,
12745,vital,vital
12746,farms,farms
12747,inc,inc
12748,vitl.o,vitl.o
12749,morgan,morgan
12750,stanley,stanley
12751,raises,raises
12752,to,
12753,overweight,overweight
12754,from,
12755,equal-weight,equal-weight
12756,vornado,vornado
12757,realty,realty
12758,trust,trust
12759,vno.n,vno.n
12760,deutsche,deutsche
12761,bank,bank
12762,cuts,cuts
12763,target,target
12764,price,price
12765,to,
12766,from,
12767,vulcan,vulcan
12768,materials,materials
12769,co,co
12770,vmc.n,vmc.n
12771,jp,jp
12772,morgan,morgan
12773,cuts,cuts
12774,target,target
12775,price,price
12776,to,
12777,from,
12778,warner,warner
12779,music,music
12780,group,group
12781,corp,corp
12782,wmg.o,wmg.o
12783,truist,truist
12784,securities,securities
12785,cuts,cuts
12786,target,target
12787,price,price
12788,to,
12789,from,
12790,waste,waste
12791,connections,connections
12792,inc,inc
12793,wcn.n,wcn.n
12794,scotiabank,scotiabank
12795,cuts,cuts
12796,target,target
12797,price,price
12798,to,
12799,from,
12800,waste,waste
12801,management,management
12802,inc,inc
12803,wm.n,wm.n
12804,scotiabank,scotiabank
12805,cuts,cuts
12806,target,target
12807,price,price
12808,to,
12809,from,
12810,waters,waters
12811,corp,corp
12812,wat.n,wat.n
12813,ubs,ubs
12814,initiates,initiates
12815,coverage,coverage
12816,with,
12817,neutral,neutral
12818,rating,rating
12819,target,target
12820,price,price
12821,watsco,watsco
12822,inc,inc
12823,wso.n,wso.n
12824,jefferies,jefferies
12825,cuts,cuts
12826,target,target
12827,price,price
12828,to,
12829,from,
12830,watts,watts
12831,water,water
12832,technologies,technologies
12833,inc,inc
12834,wts.n,wts.n
12835,stifel,stifel
12836,cuts,cuts
12837,target,target
12838,price,price
12839,to,
12840,from,
12841,wayfair,wayfair
12842,inc,inc
12843,w.n,w.n
12844,piper,piper
12845,sandler,sandler
12846,cuts,cuts
12847,target,target
12848,price,price
12849,to,
12850,from,
12851,wec,wec
12852,energy,energy
12853,group,group
12854,inc,inc
12855,wec.n,wec.n
12856,bmo,bmo
12857,cuts,cuts
12858,target,target
12859,price,price
12860,to,
12861,from,
12862,wendys,wendys
12863,co,co
12864,wen.o,wen.o
12865,deutsche,deutsche
12866,bank,bank
12867,raises,raises
12868,target,target
12869,price,price
12870,to,
12871,from,
12872,western,western
12873,digital,digital
12874,corp,corp
12875,wdc.o,wdc.o
12876,barclays,barclays
12877,cuts,cuts
12878,target,target
12879,price,price
12880,to,
12881,from,
12882,western,western
12883,midstream,midstream
12884,partners,partners
12885,lp,lp
12886,wes.n,wes.n
12887,barclays,barclays
12888,raises,raises
12889,target,target
12890,price,price
12891,to,
12892,from,
12893,western,western
12894,midstream,midstream
12895,partners,partners
12896,lp,lp
12897,wes.n,wes.n
12898,morgan,morgan
12899,stanley,stanley
12900,raises,raises
12901,pt,pt
12902,to,
12903,from,
12904,williams-sonoma,williams-sonoma
12905,inc,inc
12906,wsm.n,wsm.n
12907,morgan,morgan
12908,stanley,stanley
12909,cuts,cuts
12910,target,target
12911,price,price
12912,to,
12913,from,
12914,wynn,wynn
12915,resorts,resorts
12916,ltd,ltd
12917,wynn.o,wynn.o
12918,jefferies,jefferies
12919,cuts,cuts
12920,target,target
12921,price,price
12922,to,
12923,from,
12924,xcel,xcel
12925,energy,energy
12926,inc,inc
12927,xel.o,xel.o
12928,bmo,bmo
12929,cuts,cuts
12930,target,target
12931,price,price
12932,to,
12933,from,
12934,xylem,xylem
12935,inc,inc
12936,xyl.n,xyl.n
12937,stifel,stifel
12938,raises,raises
12939,target,target
12940,price,price
12941,to,
12942,from,
12943,xylem,xylem
12944,inc,inc
12945,xyl.n,xyl.n
12946,stifel,stifel
12947,raises,raises
12948,to,
12949,buy,buy
12950,from,
12951,hold,hold
12952,zimmer,zimmer
12953,biomet,biomet
12954,holdings,holdings
12955,inc,inc
12956,zbh.n,zbh.n
12957,truist,truist
12958,securities,securities
12959,cuts,cuts
12960,pt,pt
12961,to,
12962,from,
12963,compiled,compiled
12964,by,
12965,bengaluru,bengaluru
12966,newsroom,newsroom
12967,diaries,diaries
12968,thomsonreuters.com,thomsonreuters.com
12969,c,c
12970,copyright,copyright
12971,thomson,thomson
12972,reuters,reuters
12973,click,click
12974,for,
12975,restrictions,restrictions
12976,https,https
12977,keywords,keywords
12978,research-us/,research-us/
12979,x,x
12980,click,click
12981,the,
12982,following,following
12983,link,link
12984,to,
12985,watch,watch
12986,video,video
12987,https,https
12988,entryid=1_f2maw1qy,entryid=1_f2maw1qy
12989,referenceid=1_f2maw1qy,referenceid=1_f2maw1qy
12990,pageid=refinitivnewscasts,pageid=refinitivnewscasts
12991,source,source
12992,reuters,reuters
12993,description,description
12994,wall,wall
12995,street,street
12996,benchmarks,benchmarks
